geneID	SRR6286160	ERR2004671	SRR7500703	ERR2004672	ERR2004665	SRR6059989	SRR7500712	SRR6059999	ERR2004689	SRR7478668	SRR6819302	SRR7500701	SRR1525661	ERR2004695	SRR6286163	SRR5454243	SRR6059991	SRR5454226	SRR7500695	SRR7500694	SRR1525666	SRR7500699	SRR6286162	SRR1525682	SRR7500723	SRR7500697	SRR7478667	SRR5454236	SRR6059983	ERR2004680	SRR1525678	SRR7500727	ERR2004692	SRR7478650	SRR1525675	SRR7500715	ERR1735551	SRR6059988	ERR1735557	SRR7478665	SRR7478651	ERR2004664	SRR1525669	SRR7478663	SRR6059984	SRR6286159	ERR2004696	SRR7500722	SRR6059981	SRR5454225	SRR7500718	SRR7500706	SRR7478678	SRR6286161	SRR7478661	ERR2004693	SRR1525663	SRR6059978	ERR2004676	SRR1525677	ERR2004684	SRR7500711	SRR7500698	SRR7500716	SRR7478653	ERR2004700	ERR2004690	ERR1735556	SRR6059993	SRR7500702	SRR7500709	SRR7478677	SRR1525681	SRR1525667	ERR2004694	SRR7500724	ERR2004675	ERR2004699	SRR1525662	ERR2004678	SRR5454240	SRR9640973	SRR7500728	SRR7478656	SRR5454231	ERR2004688	SRR6819299	SRR1525670	SRR1525683	SRR7478670	SRR7478676	SRR1525679	SRR7478655	SRR7478681	SRR7478675	ERR2004701	ERR2004682	SRR9640967	ERR1735552	SRR6059980	SRR7478683	SRR6819300	SRR7478664	SRR1525673	SRR7500705	ERR1735553	ERR2004709	ERR2004703	ERR2004708	SRR7500713	SRR5454232	ERR1735559	SRR7478674	ERR1735554	SRR7500714	SRR1525664	SRR9640970	ERR1735550	SRR9640974	SRR7478659	SRR5454234	SRR7478680	SRR7478672	SRR6059995	SRR6059987	SRR6059976	ERR2004704	SRR6819301	SRR5454227	ERR2004707	ERR2004683	SRR7478673	ERR2004681	SRR6059977	SRR7478657	SRR7500726	SRR7500708	SRR7478685	SRR6059986	SRR5454233	SRR7478669	ERR2004710	SRR7500725	ERR2004677	ERR1735560	ERR1735549	SRR6819282	SRR6059982	SRR7500719	SRR5454239	SRR1525672	ERR2004669	SRR1525665	SRR7478654	SRR6059997	SRR1525684	SRR5454235	SRR1525676	SRR7478679	SRR6059990	SRR6819303	SRR7478671	ERR2004691	SRR9640965	SRR6059985	ERR2004706	ERR2004705	SRR7500700	SRR1525680	SRR7478660	SRR7478662	SRR9640971	ERR2004697	SRR7500710	SRR7478666	ERR2004666	SRR1525674	SRR7500721	SRR6059992	SRR5454242	SRR7500696	SRR5454244	SRR7500720	ERR2004685	ERR1735555	ERR2004667	SRR7478658	SRR7500717	SRR1525671	SRR6819296	SRR9640972	SRR9640964	SRR5454241	ERR2004679	SRR9640975	ERR2004702	ERR1735558	SRR5454230	ERR2004668	ERR2004698	SRR6819304	SRR5454245	SRR6059979	SRR6059994	ERR2004687	SRR9640966	SRR7478652	SRR7500704	SRR5454238	SRR6819295	SRR5454228	SRR1525668	ERR2004711	SRR7478682	ERR2004686	SRR7500729	SRR7478684	ERR2004674	SRR7500707
AHY39857	66.0596	9.17012	8.14104	2.62766	3.358	0.675216	4.34806	14.333	2.6392	0.649312	1.91664	3.9872	23.9484	7.43671	68.5109	2.01081	3.52939	3.58018	65.5631	65.8455	18.7384	5.03344	61.4644	14.7592	4.61203	60.2819	1.80345	4.76431	0.971578	3.78811	11.6495	6.39133	4.65831	9.86566	16.4966	10.7136	47.8395	0.277471	4.93653	1.71553	7.88876	2.43266	17.349	2.42391	0.882617	72.7271	3.6753	5.60742	0.441435	0.878904	7.22693	1.80478	9.10088	72.2862	8.77824	5.6034	21.1614	0.393959	1.96802	17.7304	1.96549	3.00422	3.13108	8.50914	8.40026	1.68028	6.26766	6.4697	0.168072	8.54103	1.83371	7.92738	20.6481	17.631	4.52204	7.4809	0.687797	1.37667	29.2317	5.44583	1.11276	14.2175	6.22686	5.32402	0	3.96258	0.396578	20.5297	6.52967	2.14616	8.96764	4.25767	9.63836	8.2553	7.7255	1.78327	2.8332	36.1677	2.03701	0.26783	6.80697	0.958681	1.4938	10.9024	8.11555	2.73666	2.26304	8.87789	4.49713	4.35499	4.23245	10.1795	6.30539	1.41131	11.5565	25.9131	13.3326	36.0685	12.4552	11.1659	4.39843	8.20245	1.84373	0.20602	0	0.217199	3.49901	0.487647	6.81509	3.84662	3.84806	1.23627	5.85301	1.15238	5.97282	6.55247	1.46522	4.98134	0.815842	0	1.08637	3.17721	7.73097	2.29236	11.6561	24.8408	0.863341	1.55398	6.01584	5.66483	16.6436	5.30521	28.3296	6.52358	12.2387	9.83748	5.46496	11.3901	8.8273	4.77902	0.236457	1.94957	5.03019	34.9427	0.252316	5.08993	6.45912	3.45704	13.7448	7.88851	3.03803	9.12742	1.68499	3.5655	1.13076	3.76226	12.1532	7.68666	0.2206	0	65.8553	0	6.65757	5.37352	4.98573	3.70418	7.11097	10.4536	33.3141	0.272428	15.8578	58.0844	0.70752	7.2716	14.9194	4.22925	10.0518	0	8.1992	1.75879	0.362885	0.746832	1.38955	0.682506	4.63532	75.2645	7.91464	7.311	10.3254	0.401895	4.58615	30.366	3.93394	4.50373	3.1854	6.27124	5.24627	2.50804	0.718347
AHY39858	106.399	127.274	169.894	86.1216	136.371	18.9196	88.9749	112.959	137.226	148.858	63.4859	120.795	323.532	127.889	142.634	77.8558	51.5445	74.1736	195.47	194.294	105.411	123.168	129.406	128.429	324.331	201.098	138.353	134.952	14.3873	144.988	134.316	319.194	152.111	222.312	147.707	259.391	258.359	13.759	117.49	148.941	218.811	147.997	113.465	147.636	11.9308	132.954	92.0152	318.546	16.8668	63.8807	260.753	69.143	326.586	137.829	244.065	108.002	134.814	16.9261	29.7921	132.202	99.8468	89.9757	115.505	255.347	219.016	30.722	160.08	126.692	7.93459	177.137	68.632	316.955	86.604	195.162	132.851	329.123	33.95	36.0028	241.766	188.249	71.6187	130.957	316.366	222.83	36.0703	145.143	54.9546	343.842	159.533	134.849	322.351	110.323	223.384	338.606	317.488	39.1952	145.59	1108.22	45.2119	12.8261	284.548	54.8099	152.133	120.378	172.731	65.6827	90.1199	173.058	96.6076	85.9735	93.1976	90.5822	330.899	46.29	249.283	397.059	121.794	251.32	120.985	241.786	122.684	331.053	139.155	10.006	9.85161	13.4259	141.815	27.129	131.678	112.054	109.783	136.742	175.432	19.2341	222.026	316.354	72.4068	284.538	14.6858	67.5548	138.88	78.954	334.916	37.0253	86.0769	222.384	47.6487	23.2228	273.462	97.2682	111.108	105.93	210.359	223.638	135.811	152.28	75.7908	93.9392	333.051	58.62	17.2264	133.82	143.419	906.825	13.797	149.151	169.218	119.762	147.294	253.702	150.44	135.044	92.71	88.6807	140.792	161.344	137.632	261.741	8.46639	116.867	199.606	48.0081	263.215	91.7326	112.379	153.575	250.34	252.733	397.057	16.624	118.807	683.805	86.0274	169.495	135.395	182.527	86.6111	40.2836	151.355	35.9264	35.8655	84.466	15.9786	14.8355	98.0018	856.576	223.296	172.117	104.902	16.7893	149.921	246.748	100.916	290.306	83.485	321.573	290.285	39.6097	68.5576
AHY39859	75.2712	43.7633	41.3695	37.4509	54.47	5.5579	18.3241	14.6671	54.3236	16.6441	25.2741	34.6481	103.721	43.1012	104.861	26.3011	10.8153	15.1788	94.3267	94.1189	40.8493	33.6751	95.2283	46.9675	53.0442	93.4418	16.014	38.6792	5.34617	64.0049	33.2193	49.6141	53.5764	55.3943	30.0901	65.752	111.241	2.12751	16.5729	17.4094	54.6026	63.5006	25.4472	17.0366	4.1401	97.1947	38.5408	50.4173	7.31693	32.704	54.2173	20.92	79.046	97.45	70.8568	43.4064	29.5299	7.50729	8.81294	31.6158	37.0428	20.6944	30.6884	68.4627	54.7759	8.39959	61.2307	26.0009	3.44914	41.4323	19.0223	84.4396	21.6238	46.9003	46.7969	51.3346	11.8916	11.8492	52.045	72.0494	18.9463	14.877	52.6274	62.803	9.12391	60.6287	20.4134	112.966	51.1113	17.0277	81.3062	26.0846	60.4353	82.473	82.2487	11.9497	61.401	339.729	7.90126	4.95277	68.9554	20.5387	18.48	30.71	45.3622	16.9376	33.8745	64.8558	36.4467	23.1411	22.7484	23.8235	80.6454	7.36572	67.2971	93.0305	11.4047	111.375	10.8983	67.2513	26.7816	80.6502	17.9251	1.7655	5.69731	3.7226	66.5456	8.26986	34.4949	39.9703	39.1843	16.1238	63.1591	8.94729	62.3782	49.2453	17.4301	67.0275	3.86367	42.3636	16.5614	32.7205	53.0249	11.0285	24.5089	81.5478	11.6818	8.93638	52.5842	21.1498	41.1609	45.3374	35.8166	63.6872	24.5389	31.0021	30.8107	21.3731	80.2715	10.736	2.8262	18.5535	56.2415	326.115	4.32448	61.6016	65.0848	31.4245	44.3989	61.0325	18.6353	13.3794	42.6131	20.2874	16.6772	61.9365	35.6009	54.4641	2.33818	27.0468	95.1665	25.4626	57.1081	34.5684	15.6545	56.4456	64.2069	70.2267	99.7179	6.51228	13.0425	303.146	24.4121	66.1407	12.6507	75.0745	25.8222	8.70859	52.9725	16.8286	9.95671	29.9791	6.17776	4.23267	37.4752	333.1	55.8177	44.6027	28.0436	6.68421	34.3886	40.3346	36.3737	69.5572	30.7695	49.3705	68.5867	17.873	18.9537
AHY39860	224.509	501.273	824.964	519.338	377.034	874.749	591.057	351.964	400.864	521.564	541.607	512.001	584.546	507.908	344.153	442.868	764.382	397.008	883.52	873.458	303.951	528.62	285.641	411.505	1436.86	871.564	523.18	343.053	969.49	530.544	451.964	1408.58	401.138	623.357	464.618	911.648	353.806	821.801	246.551	503.856	637.92	333.943	833.722	502.732	897.881	242.957	538.752	1430.1	957.199	299.772	1211.82	670.58	581.614	324.696	750.131	470.409	797.416	1208.35	537.828	522.237	545.927	620.784	530.197	916.085	645.675	541.264	372.608	237.388	909.448	827.768	685.559	602.826	770.156	665.979	521.155	1447.9	598.564	601.302	566.106	476.573	428.124	325.157	1402.36	689.479	505.182	352.073	539.255	627.268	365.979	563.87	602.199	456.147	671.671	573.564	613.377	572.97	572.331	707.999	237.884	887.686	598.367	563.312	502.291	561.967	837.981	247.005	529.028	524.619	560.609	594.241	360.896	151.328	607.04	256.628	919.294	593.344	360.961	358.151	343.546	733.909	312.994	597.148	558.135	879.372	1116.99	1130.01	560.92	567.27	384.914	540.932	532.112	578.512	573.097	978.42	701.798	1409.18	663.616	611.231	987.364	305.242	516.239	566.046	1420.99	579.999	156.025	311.9	656.321	988.997	1220.8	226.608	294.286	481.929	522.143	674.063	510.01	509.137	248.378	533.815	580.936	760.488	691.074	560.068	386.495	752.909	877.426	556.086	578.094	534.566	484.116	761.13	510.089	369.873	575.897	621.609	534.914	378.972	512.095	1172.57	958.325	496.391	852.608	439.538	1183.1	527.278	215.091	396.721	771.957	908.133	487.7	466.313	333.53	753.219	443.581	526.519	349.076	496.013	145.372	481.76	385.397	405.717	692.999	450.385	1119.6	924.115	558.503	694.256	617.521	822.166	230.048	461.143	314.544	677.214	582.997	594.678	588.062	1389.11	591.024	409.945	707.512
AHY39861	137.493	1170.44	551.958	1174.11	762.939	494.015	513.051	394.345	793.014	360.614	488.394	366.671	631.655	1068.75	179.668	663.53	706.417	848.279	654.665	682.927	322.87	388.979	180.024	554.445	1045.23	744.996	378.039	365.972	920.813	1134.94	470.978	994.966	931.174	587.055	447.944	764.465	352.407	667.941	271.578	373.528	505.529	689.233	795.012	371.513	608.277	197.455	1160.24	993.093	852.5	394.62	814.465	482.293	541.546	211.331	618.958	1021.51	876.242	1053.85	1134.57	562.839	1130.07	483.11	366.115	767.669	514.359	1089.23	870.683	277.373	805.543	596.707	444.394	568.454	866.032	763.003	1119.82	1020.38	1136.04	1164.24	581.975	1014.71	562.826	1719.71	978.379	554.963	697.616	755.197	511.119	711.724	487.678	382.066	583.119	518.22	527.058	531.422	569.528	1158.98	1262.89	1599.23	259.504	688.197	525.089	531.279	390.186	705.498	578.034	230.834	1115.55	1213.73	1163.15	544.789	557.126	275.944	566.213	236.671	826.593	600.993	691.388	313.879	819.301	629.07	517.508	560.559	345.756	822.48	916.155	962.281	1138.84	427.874	512.034	1034.02	1159.3	351.102	1207.91	904.8	526.99	1051.05	501.328	511.171	951.807	467.661	352.604	1104.28	1003.7	1215.26	246.212	337.361	473.449	937.306	778.425	595.858	370.728	975.757	412.283	549.834	621.128	506.918	374.463	604.528	567.401	686.08	374.143	384.939	897.962	1914.47	664.713	1283.4	1222.93	384.09	601.198	667.999	394.423	1681.84	1113.33	531.153	340.099	877.853	628.669	794.068	712.425	745.33	749.789	568.821	834.999	1095.41	285.265	841.59	618.432	772.339	454.368	390.533	711.498	1118.1	642.995	1201.93	1717.45	1001.74	239.372	711.245	949.412	848.128	410.93	606.002	896.65	773.482	1115.83	999.689	541.993	643.193	303.563	424.486	548.897	632.424	1127.88	517.531	1101.38	988.437	505.973	864.238	441.052
AHY39862	73.9646	302.065	240.05	311.404	208.156	220.335	205.366	117.709	205.321	94.7862	248.885	137.126	278.519	301.751	96.8435	245.344	209.922	192.612	314.655	325.096	147.187	136.182	80.5902	265.091	346.497	301.54	89.9974	227.572	309.617	300.79	228.436	326.14	239.685	180.601	208.988	290.118	270.909	245.96	93.0547	105.988	187.238	186.223	276.688	107.554	259.7	88.7861	316.13	334.406	243.816	210.35	363.733	204.356	220.559	89.1266	218.858	286.106	311.847	377.545	193.097	257.424	282.921	200.624	134.058	282.788	187.638	193.329	226.017	128.808	298.646	242.955	195.093	223.673	283.439	282.531	293.683	339.734	275.852	255.303	235.565	305.609	216.805	241.621	341.691	184.501	221.541	188.204	245.162	307.066	237.655	111.244	215.6	230.756	201.01	221.097	211.653	210.708	328.497	1293.12	75.0231	232.97	202.341	257.133	110.087	280.189	245.218	103.098	263.841	317.2	284.058	211.305	165.99	145.074	218.301	77.9048	299.053	264.176	175.45	310.665	190.128	221.009	215.071	215.558	112.17	243.74	323.679	321.944	320.926	180.655	225.396	309.304	311.057	112.509	315.478	282.59	185.884	341.849	198.543	200.066	329.121	269.303	89.69	270.909	340.459	215.791	155.671	217.494	149.109	313.904	370.352	91.7778	150.349	274.889	174.963	187.281	192.328	233.997	180.438	266.142	215.391	196.945	74.6632	111.258	233.35	1159.12	219.983	310.518	313.398	134.911	266.431	219.522	103.871	245.526	328.718	219.541	95.7432	211.866	276.506	369.156	228.49	237.621	313.907	237.482	361.77	261.364	92.8007	228.816	215.486	287.561	198.152	168.801	183.386	912.556	200.282	317.002	245.748	307.426	148.875	254.262	231.643	211.984	116.53	241.826	352.726	249.823	290.514	1096.43	192.462	239.712	125.501	167.215	200.903	220.394	282.968	201.607	264.133	335.169	204.544	215.134	206.417
AHY39863	159.689	217.112	106.666	234.292	179.447	52.0589	64.468	53.2371	164.645	19.5362	155.491	60.9055	158.793	218.589	229.162	165.601	65.4684	219.581	263.979	248.358	83.6857	62.6857	188.92	177.279	93.821	256.427	19.1742	172.567	114.681	240.09	154.055	106.012	197.016	91.4502	156.277	108.483	293.705	61.8107	49.0963	20.969	85.087	147.618	138.213	21.5049	68.9431	195.34	235.896	91.1281	95.1431	180.023	108.581	63.491	68.6064	216.277	96.5041	193.882	154.573	135.059	112.244	171.857	187.971	67.1602	61.4574	103.393	86.7644	114.399	172.767	92.7475	73.7138	101.572	65.5697	70.1894	139.356	129.986	213.971	89.662	175.9	158.116	162.495	244.553	159.354	357.682	101.782	81.1599	190.567	152.382	150.413	176.837	137.597	19.7557	69.1481	138.573	84.9861	71.808	66.2189	135.758	234.75	2032.64	47.322	87.0924	71.7607	156.179	23.4603	159.729	101.741	84.8028	163.35	246.879	178.73	69.2954	194.69	127.354	68.9017	50.5707	101.044	174.322	300.86	319.201	304.698	98.9591	178.784	66.6023	21.8101	66.6355	126.145	110.341	238.223	94.861	210.307	216.405	211.177	18.7175	226.225	100.874	87.8282	99.6456	67.8229	70.746	104.009	246.722	22.5032	164.227	99.7987	121.879	105.854	216.992	72.745	125.881	102.336	95.418	87.5611	195.972	162.539	77.4402	92.4444	161.858	163.374	152.202	68.9519	60.7276	30.6468	21.4327	197.608	1493.55	82.0477	241.66	246.322	59.3928	161.86	99.187	20.7424	362.422	254.461	72.5234	18.0578	187.211	171.037	97.8465	75.5634	154.899	255.038	195.491	105.149	171.168	57.3629	191.975	92.1008	106.645	176.421	95.786	312.506	1530.26	159.657	253.691	335.632	246.456	115.689	185.667	189.124	169.076	53.4019	168.096	103.028	90.038	176.344	2241.98	86.5937	102.638	92.4726	87.4932	169.829	129.93	171.921	71.0699	170.947	93.6837	65.3074	185.75	62.3462
AHY39864	61.2049	208.08	293.205	193.135	160.806	4.67217	239.021	36.9695	147.572	13.978	50.5671	44.9607	56.7239	205.834	57.6952	37.1036	17.8773	96.8904	363.084	360.08	37.1374	50.8614	54.3053	64.722	116.455	352.456	13.1723	158.24	1.19517	190.876	54.2105	146.325	158.949	89.1633	63.6646	342.817	182.717	0.853319	80.4906	21.1033	90.1999	148.69	45.4172	17.3935	2.17148	82.6019	190.533	113.215	3.39391	24.3264	240.033	182.05	77.5676	59.254	89.3664	182.663	58.7679	2.42312	79.5449	61.7128	141.615	225.935	45.1829	349.476	74.7528	73.2056	154.973	84.0407	0.516878	293.962	168.051	60.665	40.4486	45.4759	180.789	137.216	93.0693	83.2634	81.2771	178.643	32.5102	76.9537	130.566	74.9388	11.6646	156.547	41.162	59.2927	66.0729	17.4005	61.9111	44.7371	63.7931	57.5458	66.3029	63.4597	174.261	210.366	28.8167	4.11835	77.0362	42.5861	17.0633	51.8745	308.411	42.0809	142.673	162.161	146.946	246.098	125.824	90.4381	58.1737	26.6617	355.403	54.0438	62.2104	198.077	58.222	103.855	157.248	79.0394	13.2302	0	8.63268	2.00389	152.443	23.9949	242.19	143.776	152.933	19.0098	180	2.53141	73.4739	125.725	170.103	64.9911	1.67266	27.986	15.3684	124.58	113.958	68.1479	96.2738	171.806	26.5507	3.58427	228.669	240.027	39.5713	155.425	85.1958	64.0698	39.6911	58.9557	64.4254	46.9251	56.6892	12.436	9.08983	16.7877	192.962	173.591	3.10384	170.447	200.446	47.4333	60.7883	85.8426	16.8174	68.4205	179.146	220.99	12.5189	181.267	77.4758	230.291	2.03526	103.186	363.38	21.2051	251	122.636	75.1899	158.669	95.0446	336.711	98.8191	15.3598	43.0308	178.63	60.9243	175.588	97.2705	174.657	82.3222	2.82759	178.552	103.542	16.3679	75.7932	0.610478	1.04947	130.435	219.064	93.4886	298.207	124.255	15.4496	227.426	56.0315	143.755	71.3512	129.8	133.25	60.3876	97.1848	157.955
AHY39865	0	0	0	0	0	0	0	0	0	0	39.7461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8773	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9774	0	0	0	0	0	0	0	0	0	0	28.0319	0	0	0	0	0	0	0	0	26.8358	0	0	0	0	0	0	0	0	0
AHY39866	0	0	0	0	0	0	0	0	0	0	9.30525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23504	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98889	0	0	0	0	0	0	0	0	0	0	3.90417	0	0	0	0	0	0	0	0	3.79937	0	0	0	0	0	0	0	0	0
AHY39867	58.0418	36.5616	52.635	25.3808	23.87	9.28885	37.5438	29.7729	22.6129	25.087	11.3381	49.7941	53.2038	31.9252	54.5866	16.4797	14.3411	31.8566	91.1897	90.713	53.0595	49.39	58.9414	38.8799	25.4356	88.292	19.5311	50.2023	20.7028	33.775	26.7399	27.188	29.8668	75.1972	31.1488	55.699	84.7897	9.421	29.4436	33.6429	71.5208	28.8375	77.1359	32.8724	8.16358	63.1357	31.5043	31.113	15.3757	21.0948	34.1271	27.0468	40.49	65.03	68.7531	30.506	73.0507	14.7599	13.8249	32.4253	25.6418	38.2109	43.5673	53.1867	71.4606	10.4921	27.2979	36.856	8.55983	57.2329	28.1244	41.2264	59.9401	69.0295	30.7368	25.6502	16.508	14.3719	91.1866	38.0786	15.9595	22.6383	26.2619	70.3648	6.66116	26.944	10.5051	56.537	28.9767	32.0942	37.6045	18.5894	68.1979	45.2657	40.492	15.5097	35.6588	45.5668	9.53968	17.0898	63.3581	10.0394	34.9787	25.8902	51.241	16.9104	24.3429	37.7971	20.8964	34.4169	35.1003	36.88	37.8608	8.20278	52.0166	69.1345	16.9554	81.5726	15.7491	73.1771	37.9788	42.415	28.6618	11.4573	12.0505	14.3677	36.6989	5.42388	49.6475	31.6984	28.5913	31.602	42.8292	13.8775	65.7097	25.5164	30.4496	64.8604	13.3726	25.4944	22.64	22.1642	22.0042	15.2086	40.1611	74.4882	6.88604	19.1037	32.2584	75.5352	52.8911	34.6526	95.9822	68.2473	30.6119	27.3176	26.1266	24.9098	37.2362	18.2922	4.91396	31.0426	25.4171	60.8417	11.521	37.0799	37.2959	48.1029	31.1119	72.4657	33.1978	14.0258	27.1961	39.3364	24.3596	29.2187	25.864	32.9498	7.74832	20.0597	90.3247	10.5956	36.9524	25.993	27.5025	27.5699	69.4859	50.7273	71.5072	3.66801	24.027	89.2013	17.8098	36.5767	18.1663	48.6317	30.3171	4.84414	25.0368	26.7695	8.28485	17.4877	16.0364	14.1836	26.4567	71.9904	73.6049	51.3581	56.2397	3.58785	53.6944	74.3933	28.7188	61.5178	24.086	26.0319	61.7741	23.4912	31.9594
AHY39868	59.7844	75.0631	55.2136	78.768	87.5339	20.9129	30.4341	35.3969	86.7528	11.9796	33.996	30.525	93.7184	77.0656	69.441	22.8834	20.7269	29.8165	103.656	106.407	71.4412	30.6865	64.467	54.3967	39.0504	107.722	11.4279	51.2613	34.2256	87.4246	36.7509	36.9917	78.3139	24.9959	39.6133	56.8711	160.966	18.8025	16.3573	16.0288	28.9835	87.9287	81.5106	15.7775	33.2377	57.1074	78.1515	39.6627	37.2204	47.2826	47.2279	31.835	21.521	72.6537	27.8712	80.5793	110.658	39.0763	41.666	44.6849	81.4095	32.0694	31.8323	57.221	27.6897	41.8655	81.3778	29.8951	19.2138	54.3334	37.4674	19.7405	66.536	97.7231	76.0228	37.5225	42.1011	46.4662	110.473	95.4658	19.1391	49.8632	39.5309	25.5276	19.6202	84.6712	33.3869	85.9265	38.244	15.4919	20.6852	25.4654	26.7713	22.1344	22.2117	39.8631	78.0411	407.527	11.2483	30.6874	27.3943	29.8371	15.6751	34.5293	56.4733	22.4665	81.2125	85.3762	85.709	35.0585	33.7527	31.5062	20.7814	9.25594	58.717	93.7151	44.3529	152.274	32.8584	27.5413	46.4999	21.427	14.8887	17.9571	25.8947	23.3132	81.4487	16.6233	46.4166	89.6168	90.2628	13.2163	83.8659	36.8309	25.0899	40.4158	34.5805	23.1517	27.2203	37.4905	10.8458	80.532	40.8872	40.7122	33.3633	115.918	21.4363	29.6418	47.9852	57.7922	68.9837	87.0228	94.2484	24.4925	46.0424	32.5223	27.3269	34.3509	21.0851	27.8586	10.7025	15.1271	84.1549	346.673	26.1037	79.2804	85.8077	29.9878	40.1204	31.2321	15.2961	56.5097	87.7838	31.7798	11.6984	79.2081	36.6719	43.4172	15.4622	20.3105	102.873	19.3942	44.5785	78.1952	17.4332	83.8294	30.5588	56.4934	74.0641	16.1591	41.1354	301.045	17.2014	84.2846	39.6681	104.385	24.6982	14.9817	83.9661	62.3857	18.7714	16.805	32.1915	23.6542	86.4394	353.699	27.5886	56.4291	53.5274	16.4495	55.6014	102.847	89.119	24.3559	79.6411	38.0801	24.3854	65.3221	28.8909
AHY39869	217.544	707.523	728.207	721.208	376.674	885.233	788.523	1057.31	382.406	355.699	2078.82	565.32	654.666	717.659	214.979	1132.22	850.608	1104.57	793.079	794.202	893.089	564.611	206.319	873.335	614.522	775.623	356.968	812.056	835.1	791.682	1027.6	591.277	410.484	620.853	809.631	742.247	885.887	1291.2	851.388	497.778	613.268	360.719	434.55	484.953	992.854	240.477	734.413	620.93	802.799	1442.02	498.285	848.897	502.569	206.068	535.068	734.474	601.285	1164.58	1338.63	931.533	847.315	796.776	582.055	749.044	603.233	1355.99	391.526	857.662	1029.21	720.385	826.732	485.709	518.712	698.534	709.105	604.175	1272.76	1283.38	440.322	835.007	918.919	859.625	594.706	576.756	1286.58	376.701	2214.94	506.222	959.522	430.889	502.112	1017.04	580.914	497.066	504.081	1367.34	838.139	1026.09	875.323	856.239	514.977	2185.56	481.061	1034.81	739.242	886.721	850.712	794.537	858.288	778.359	844.865	1185.48	521.656	929.921	765.178	590.53	583.703	1001.92	603.488	549.224	947.602	505.207	424.522	1092.97	920.295	1000.67	781.873	1514.82	948.608	896.78	888.406	424.623	788.24	761.239	577.413	604.495	802.792	512.765	1021.59	1067.53	347.838	852.795	600.082	1378.88	1127.48	874.29	1613.83	872.385	504.688	613.927	912.399	727.575	369.392	588.478	1007.61	1048.8	899.318	983.91	508.164	881.589	1089.33	430.348	416.482	989.613	755.633	799.082	765.192	561.938	1134.71	541.773	490.89	834.936	744.754	800.156	355.275	394.569	993.002	494.512	876.658	992.73	748.786	1057.65	500.089	837.73	880.851	402.674	546.793	759.09	461.355	1450.28	634.35	673.701	872.068	770.45	834.751	809.549	1248.52	1253.02	428.544	1021.63	1284.7	1160.22	1090.33	835.472	802.573	706.356	608.876	730.186	844.194	1580.42	918.384	613.297	788.347	518.484	852.39	601.586	506.563	1011.18	839.42
